"subject","test_part","skew","P_A1","O_A1","P_A2","O_A2","P_B1","O_B1","P_B2","O_B2","eva","evb","evd","sda","sdb","sdd","risk_index","response","rt"
"1n6a9tzd","ss","ns",45,16,55,65,34,19,66,40,42.95,32.86,10.09,24.37719221,9.947884197,14.42930801,1,"f",11196
"1n6a9tzd","ss","ns",53,6,47,52,67,32,33,17,27.62,27.05,0.57,22.95856267,7.053190767,15.90537191,-1,"j",16501
"1n6a9tzd","ss","control",47,32,53,56,49,13,51,37,44.72,25.24,19.48,11.97838052,11.99759976,-0.019219235,-1,"j",4651
"1n6a9tzd","cc","control",53,50,47,76,63,92,37,65,62.22,82.01,-19.79,12.9765789,13.03571632,-0.059137419,1,"j",18365
"1n6a9tzd","cc","ns",53,93,47,135,70,124,30,87,112.74,112.9,-0.16,20.96216592,16.95553007,4.006635847,-1,"j",8816
"1n6a9tzd","cc","lr",8,3,92,42,81,36,19,51,38.88,38.85,0.03,10.58043477,5.884513574,4.6959212,-1,"f",4147
"1n6a9tzd","cc","lr",84,88,16,25,95,85,5,141,77.92,87.8,-9.88,23.0961815,12.20491704,10.89126446,-1,"f",5139
"1n6a9tzd","cc","rl",92,19,8,77,94,36,6,9,23.64,34.38,-10.74,15.73500556,6.412144727,9.322860834,1,"j",13297
"1n6a9tzd","cc","rl",14,170,86,79,13,5,87,82,91.74,71.99,19.75,31.57581986,25.89536445,5.680455413,1,"f",4379
"1n6a9tzd","cc","rl",81,56,19,139,81,62,19,6,71.77,51.36,20.41,32.56097511,21.96885068,10.59212443,1,"f",5854
"1n6a9tzd","ss","control",43,49,57,68,21,62,79,85,59.83,80.17,-20.34,9.406439284,9.368089453,0.038349831,-1,"f",6663
"1n6a9tzd","cc","lr",84,114,16,53,95,110,5,186,104.24,113.8,-9.56,22.36296939,16.56381599,5.799153406,1,"j",8394
"1n6a9tzd","cc","ns",36,26,64,57,47,45,53,66,45.84,56.13,-10.29,14.88,10.48108296,4.398917041,-1,"f",16516
"1n6a9tzd","ss","lr",19,25,81,92,19,114,81,84,79.27,89.7,-10.43,26.28416063,11.76902715,14.51513348,-1,"f",7308
"1n6a9tzd","cc","rl",17,106,83,49,10,30,90,84,58.69,78.6,-19.91,21.41106957,16.2,5.211069567,-1,"f",11580
"1n6a9tzd","cc","ns",31,17,69,54,70,31,30,5,42.53,23.2,19.33,17.11225,11.91469681,5.197553191,1,"f",11805
"1n6a9tzd","cc","control",66,74,34,36,62,55,38,18,61.08,40.94,20.14,18.00093331,17.95929843,0.041634882,1,"f",7405
"1n6a9tzd","cc","lr",17,68,83,130,8,124,92,97,119.46,99.16,20.3,23.28923356,7.324916382,15.96431718,-1,"j",11720
"1n6a9tzd","ss","lr",15,8,85,126,16,163,84,74,108.3,88.24,20.06,42.13442773,32.62793895,9.50648878,1,"j",7306
"1n6a9tzd","cc","ns",56,163,44,33,59,44,41,144,105.8,85,20.8,64.53030296,49.18333051,15.34697245,1,"f",9463
"1n6a9tzd","ss","rl",15,133,85,43,85,54,15,5,56.5,46.65,9.85,32.13642793,17.49649965,14.63992828,-1,"j",12479
"1n6a9tzd","ss","control",53,61,47,25,79,15,21,59,44.08,24.24,19.84,17.96757079,17.92156243,0.046008356,-1,"j",14758
"1n6a9tzd","ss","control",48,25,52,109,65,18,35,106,68.68,48.8,19.88,41.96638655,41.97332486,-0.006938313,-1,"j",4395
"1n6a9tzd","ss","rl",88,89,12,186,82,92,18,24,100.64,79.76,20.88,31.52126901,26.12474689,5.396522121,1,"f",6238
"1n6a9tzd","ss","lr",19,39,81,88,4,136,96,87,78.69,88.96,-10.27,19.22274434,9.601999792,9.620744549,-1,"f",6151
"1n6a9tzd","cc","ns",42,2,58,51,54,53,46,26,30.42,40.58,-10.16,24.18436685,13.45673066,10.72763619,-1,"f",6953
"1n6a9tzd","cc","rl",90,48,10,131,97,68,3,5,56.3,66.11,-9.81,24.9,10.74699493,14.15300507,-1,"f",12864
"1n6a9tzd","cc","lr",83,57,17,7,85,37,15,50,48.5,38.95,9.55,18.78163997,4.641928479,14.13971149,-1,"j",6976
"1n6a9tzd","ss","lr",17,14,83,73,81,44,19,89,62.97,52.55,10.42,22.16233517,17.65354072,4.508794444,-1,"j",5490
"1n6a9tzd","cc","rl",15,89,85,41,18,12,82,44,48.2,38.24,9.96,17.13942823,12.29399854,4.845429693,-1,"j",12605
"1n6a9tzd","cc","rl",81,68,19,128,90,82,10,56,79.4,79.4,0,23.5380543,7.8,15.7380543,-1,"f",7404
"1n6a9tzd","ss","ns",53,73,47,22,62,71,38,39,49.03,58.84,-9.81,25.45405862,15.53236621,9.921692408,-1,"f",7058
"1n6a9tzd","ss","rl",5,66,95,32,97,54,3,43,33.7,53.67,-19.97,7.410128204,1.876459432,5.533668772,1,"j",11670
"1n6a9tzd","ss","lr",16,26,84,120,19,175,81,113,104.96,124.78,-19.82,34.46096923,24.3226561,10.13831312,1,"j",7646
"1n6a9tzd","ss","ns",55,75,45,17,31,11,69,52,48.9,39.29,9.61,28.85463568,18.96222297,9.892412705,1,"f",8150
"1n6a9tzd","ss","rl",12,169,88,71,13,15,87,81,82.76,72.42,10.34,31.84623055,22.19602667,9.650203875,-1,"j",20969
"1n6a9tzd","ss","control",59,129,41,60,41,40,59,109,100.71,80.71,20,33.93649805,33.93649805,0,1,"f",6720
"1n6a9tzd","cc","rl",9,106,91,51,85,79,15,61,55.95,76.3,-20.35,15.73999682,6.427285586,9.312711238,1,"j",11785
"1n6a9tzd","ss","control",39,74,61,40,72,84,28,47,53.26,73.64,-20.38,16.58349782,16.6129588,-0.029460976,1,"j",7137
"1n6a9tzd","ss","ns",52,52,48,7,44,18,56,4,30.4,10.16,20.24,22.48199279,6.949417242,15.53257555,1,"f",4643
"1n6a9tzd","cc","control",38,67,62,113,22,73,78,127,95.52,115.12,-19.6,22.32777642,22.36930039,-0.041523968,1,"j",9807
"1n6a9tzd","cc","control",60,53,40,18,76,9,24,49,39,18.6,20.4,17.1464282,17.0833252,0.063102996,-1,"j",10506
"1n6a9tzd","cc","ns",58,15,42,48,33,19,67,4,28.86,8.95,19.91,16.28743074,7.053190767,9.234239969,1,"f",5929
"1n6a9tzd","ss","lr",86,57,14,7,15,89,85,54,50,59.25,-9.25,17.34935157,12.49749975,4.851851823,-1,"f",8181
"1n6a9tzd","ss","ns",51,131,49,74,43,141,57,92,103.07,113.07,-10,28.49429943,24.25871184,4.235587593,-1,"f",15831
"1n6a9tzd","cc","ns",61,36,39,123,54,96,46,19,69.93,60.58,9.35,42.43424443,38.37660225,4.057642179,1,"f",17057
"1n6a9tzd","cc","rl",81,110,19,158,12,86,88,112,119.12,108.88,10.24,18.83044344,8.448999941,10.3814435,1,"f",9086
"1n6a9tzd","ss","lr",17,18,83,100,84,95,16,165,86.06,106.2,-20.14,30.80188955,25.66242389,5.139465661,-1,"f",5592
"1n6a9tzd","ss","rl",19,179,81,96,6,5,94,98,111.77,92.42,19.35,32.56097511,22.08627628,10.47469883,-1,"j",5574
"1n6a9tzd","cc","lr",92,48,8,11,16,36,84,23,45.04,25.08,19.96,10.03784838,4.765878723,5.271969652,1,"f",16497
"1n6a9tzd","cc","rl",89,21,11,71,13,12,87,28,26.5,25.92,0.58,15.64448785,5.380854951,10.2636329,1,"f",18350
"1n6a9tzd","ss","ns",43,99,57,10,57,83,43,3,48.27,48.6,-0.33,44.06174191,39.60606014,4.455681766,1,"f",5588
"1n6a9tzd","ss","ns",44,85,56,55,43,37,57,57,68.2,48.4,19.8,14.89160838,9.901515036,4.99009334,-1,"j",6527
"1n6a9tzd","ss","ns",59,17,41,63,56,27,44,2,35.86,16,19.86,22.62433203,12.40967365,10.21465839,1,"f",6513
"1n6a9tzd","cc","ns",46,18,54,94,30,114,70,64,59.04,79,-19.96,37.87820481,22.91287847,14.96532634,1,"j",4417
"1n6a9tzd","cc","lr",87,60,13,14,96,33,4,66,54.02,34.32,19.7,15.46995798,6.466652921,9.003305062,1,"f",9455
"1n6a9tzd","cc","lr",82,65,18,2,89,51,11,82,53.66,54.41,-0.75,24.20380962,9.699582465,14.50422715,-1,"f",3497
"1n6a9tzd","ss","lr",9,9,91,82,95,51,5,123,75.43,54.6,20.83,20.89126851,15.6920362,5.199232314,1,"f",4162
"1n6a9tzd","cc","rl",91,55,9,136,18,35,82,56,62.29,52.22,10.07,23.18072259,8.067936539,15.11278606,-1,"j",7201
"1n6a9tzd","ss","ns",39,133,61,6,47,20,53,125,55.53,75.65,-20.12,61.94424186,52.4054148,9.538827067,-1,"f",7968
"1n6a9tzd","ss","control",48,82,52,153,72,161,28,82,118.92,138.88,-19.96,35.47158863,35.47091203,0.000676604,-1,"f",5889
"1n6a9tzd","cc","rl",85,39,15,62,4,41,96,53,42.45,52.52,-10.07,8.212642693,2.351510153,5.86113254,1,"j",6943
"1n6a9tzd","cc","control",33,76,67,30,64,49,36,94,45.18,65.2,-20.02,21.62978502,21.6,0.02978502,1,"j",10738
"1n6a9tzd","ss","control",41,17,59,138,61,156,39,34,88.39,108.42,-20.03,59.51182992,59.50549218,0.006337733,-1,"f",8316
"1n6a9tzd","cc","lr",82,117,18,65,81,103,19,127,107.64,107.56,0.08,19.97774762,9.415221718,10.5625259,-1,"j",20991
"1n6a9tzd","ss","lr",8,12,92,58,11,54,89,43,54.32,44.21,10.11,12.47948717,3.441787326,9.037699843,1,"f",6021
"1n6a9tzd","ss","ns",48,35,52,194,40,59,60,189,117.68,137,-19.32,79.43637454,63.68673331,15.74964123,1,"j",5840
"1n6a9tzd","cc","lr",15,12,85,111,84,107,16,161,96.15,115.64,-19.49,35.35007072,19.796727,15.55334372,-1,"f",6222
"1n6a9tzd","ss","rl",17,52,83,31,97,35,3,13,34.57,34.34,0.23,7.888288788,3.752918864,4.135369924,-1,"j",7230
"1n6a9tzd","ss","ns",69,118,31,36,58,115,42,60,92.58,91.9,0.68,37.92444594,27.14571789,10.77872805,1,"j",14918
"1n6a9tzd","ss","lr",19,10,81,91,90,70,10,126,75.61,75.6,0.01,31.7763733,16.8,14.9763733,-1,"f",8025
"1n6a9tzd","ss","rl",84,55,16,85,12,51,88,72,59.8,69.48,-9.68,10.99818167,6.82419226,4.173989408,1,"j",9596
"1n6a9tzd","cc","ns",52,98,48,130,47,107,53,120,113.36,113.89,-0.53,15.98719488,6.488289451,9.498905425,-1,"f",11759
"1n6a9tzd","cc","rl",86,80,14,200,19,23,81,90,96.8,77.27,19.53,41.63844377,26.28416063,15.35428315,1,"f",12960
"1n6a9tzd","cc","ns",43,6,57,137,68,125,32,18,80.67,90.76,-10.09,64.85492348,49.91294822,14.94197526,-1,"f",10897
"1n6a9tzd","cc","control",67,60,33,90,74,41,26,73,69.9,49.32,20.58,14.10638153,14.03629581,0.070085727,1,"f",16645
"1n6a9tzd","ss","rl",15,176,85,78,9,10,91,79,92.7,72.79,19.91,34.9929993,19.74654147,15.24645783,-1,"j",6067
"1n6a9tzd","cc","lr",14,12,86,108,17,167,83,104,94.56,114.71,-20.15,33.31075502,23.66486636,9.645888657,1,"j",5426
"1n6a9tzd","ss","rl",95,31,5,114,5,14,95,47,35.15,45.35,-10.2,18.08943062,7.192183257,10.89724736,1,"j",22123
"1n6a9tzd","cc","control",71,57,29,76,28,69,72,88,62.51,82.68,-20.17,8.621478991,8.530978842,0.09050015,1,"j",12846
"1n6a9tzd","ss","rl",83,40,17,133,7,6,93,81,55.81,75.75,-19.94,34.93385035,19.13602623,15.79782411,-1,"f",5726
"1n6a9tzd","cc","lr",86,95,14,9,16,159,84,92,82.96,102.72,-19.76,29.84088471,24.56260572,5.27827898,1,"j",6945
"1n6a9tzd","cc","ns",68,22,32,116,67,21,33,83,52.08,41.46,10.62,43.84875825,29.1531885,14.69556974,1,"f",13749
"1n6a9tzd","ss","rl",81,12,19,55,13,4,87,23,20.17,20.53,-0.36,16.86893891,6.389765254,10.47917366,1,"j",6590
"1n6a9tzd","cc","lr",5,21,95,80,17,85,83,63,77.05,66.74,10.31,12.85875188,8.263921587,4.594830296,-1,"j",13701
"1n6a9tzd","ss","rl",17,113,83,51,16,11,84,59,61.54,51.32,10.22,23.28923356,17.59709067,5.692142895,1,"f",9815
"1n6a9tzd","cc","ns",55,41,45,170,31,26,69,132,99.05,99.14,-0.09,64.17668969,49.02428378,15.15240591,-1,"f",19906
"1n6a9tzd","cc","lr",85,86,15,12,86,80,14,115,74.9,84.9,-10,26.42328519,12.1445461,14.27873908,1,"j",3360
"1n6a9tzd","ss","lr",14,7,86,114,83,108,17,168,99.02,118.2,-19.18,37.12761237,22.53796797,14.5896444,-1,"f",5044
"1n6a9tzd","ss","ns",45,45,55,142,33,157,67,85,98.35,108.76,-10.41,48.2568907,33.85531568,14.40157502,1,"j",6128
"lrtvvg5x","ss","rl",95,31,5,114,5,14,95,47,35.15,45.35,-10.2,18.08943062,7.192183257,10.89724736,-1,"f",11543
"lrtvvg5x","cc","rl",81,110,19,158,12,86,88,112,119.12,108.88,10.24,18.83044344,8.448999941,10.3814435,-1,"f",9277
"lrtvvg5x","cc","rl",89,21,11,71,13,12,87,28,26.5,25.92,0.58,15.64448785,5.380854951,10.2636329,-1,"j",17095
"lrtvvg5x","cc","control",38,67,62,113,22,73,78,127,95.52,115.12,-19.6,22.32777642,22.36930039,-0.041523968,-1,"f",18203
"lrtvvg5x","ss","rl",84,60,16,167,92,95,8,6,77.12,87.88,-10.76,39.22684795,24.14509474,15.08175321,-1,"f",14880
"lrtvvg5x","cc","rl",81,56,19,139,81,62,19,6,71.77,51.36,20.41,32.56097511,21.96885068,10.59212443,1,"f",10989
"lrtvvg5x","cc","lr",82,65,18,2,89,51,11,82,53.66,54.41,-0.75,24.20380962,9.699582465,14.50422715,1,"j",9339
"lrtvvg5x","ss","rl",5,66,95,32,97,54,3,43,33.7,53.67,-19.97,7.410128204,1.876459432,5.533668772,1,"j",10582
"lrtvvg5x","cc","rl",90,48,10,131,97,68,3,5,56.3,66.11,-9.81,24.9,10.74699493,14.15300507,1,"f",12521
"lrtvvg5x","ss","control",59,129,41,60,41,40,59,109,100.71,80.71,20,33.93649805,33.93649805,0,1,"f",10134
"lrtvvg5x","cc","lr",85,86,15,12,86,80,14,115,74.9,84.9,-10,26.42328519,12.1445461,14.27873908,1,"j",10354
"lrtvvg5x","ss","rl",12,169,88,71,13,15,87,81,82.76,72.42,10.34,31.84623055,22.19602667,9.650203875,1,"f",8327
"lrtvvg5x","ss","rl",82,74,18,172,9,24,91,120,91.64,111.36,-19.72,37.65037052,27.473449,10.17692152,1,"f",11741
"lrtvvg5x","ss","ns",52,52,48,7,44,18,56,4,30.4,10.16,20.24,22.48199279,6.949417242,15.53257555,-1,"j",10459
"lrtvvg5x","cc","lr",8,3,92,42,81,36,19,51,38.88,38.85,0.03,10.58043477,5.884513574,4.6959212,-1,"f",13888
"lrtvvg5x","ss","lr",12,2,88,77,17,69,83,43,68,47.42,20.58,24.37211521,9.766452785,14.60566243,-1,"j",16140
"lrtvvg5x","ss","ns",35,4,65,110,30,133,70,33,72.9,63,9.9,50.55877768,45.82575695,4.733020726,-1,"f",15584
"lrtvvg5x","ss","lr",15,8,85,126,16,163,84,74,108.3,88.24,20.06,42.13442773,32.62793895,9.50648878,1,"j",7352
"lrtvvg5x","cc","rl",14,170,86,79,13,5,87,82,91.74,71.99,19.75,31.57581986,25.89536445,5.680455413,1,"f",7176
"lrtvvg5x","cc","ns",46,18,54,94,30,114,70,64,59.04,79,-19.96,37.87820481,22.91287847,14.96532634,-1,"f",11660
"lrtvvg5x","cc","lr",14,12,86,108,17,167,83,104,94.56,114.71,-20.15,33.31075502,23.66486636,9.645888657,1,"j",10676
"lrtvvg5x","ss","ns",55,75,45,17,31,11,69,52,48.9,39.29,9.61,28.85463568,18.96222297,9.892412705,1,"f",15563
"lrtvvg5x","cc","control",64,78,36,148,78,66,22,147,103.2,83.82,19.38,33.6,33.55395059,0.046049413,1,"f",14358
"lrtvvg5x","cc","control",53,50,47,76,63,92,37,65,62.22,82.01,-19.79,12.9765789,13.03571632,-0.059137419,1,"j",18544
"lrtvvg5x","ss","rl",17,52,83,31,97,35,3,13,34.57,34.34,0.23,7.888288788,3.752918864,4.135369924,-1,"f",12646
"lrtvvg5x","ss","control",43,49,57,68,21,62,79,85,59.83,80.17,-20.34,9.406439284,9.368089453,0.038349831,1,"j",8692
"lrtvvg5x","cc","control",71,57,29,76,28,69,72,88,62.51,82.68,-20.17,8.621478991,8.530978842,0.09050015,-1,"f",14985
"lrtvvg5x","cc","rl",17,106,83,49,10,30,90,84,58.69,78.6,-19.91,21.41106957,16.2,5.211069567,-1,"f",17795
"lrtvvg5x","ss","rl",19,179,81,96,6,5,94,98,111.77,92.42,19.35,32.56097511,22.08627628,10.47469883,-1,"j",14638
"lrtvvg5x","cc","lr",83,57,17,7,85,37,15,50,48.5,38.95,9.55,18.78163997,4.641928479,14.13971149,-1,"f",18229
"lrtvvg5x","ss","lr",19,25,81,92,19,114,81,84,79.27,89.7,-10.43,26.28416063,11.76902715,14.51513348,1,"j",9761
"lrtvvg5x","ss","rl",81,12,19,55,13,4,87,23,20.17,20.53,-0.36,16.86893891,6.389765254,10.47917366,-1,"j",10538
"lrtvvg5x","cc","control",33,76,67,30,64,49,36,94,45.18,65.2,-20.02,21.62978502,21.6,0.02978502,1,"j",17127
"lrtvvg5x","ss","control",39,74,61,40,72,84,28,47,53.26,73.64,-20.38,16.58349782,16.6129588,-0.029460976,-1,"f",7451
"lrtvvg5x","ss","ns",45,16,55,65,34,19,66,40,42.95,32.86,10.09,24.37719221,9.947884197,14.42930801,-1,"j",18212
"lrtvvg5x","cc","lr",84,114,16,53,95,110,5,186,104.24,113.8,-9.56,22.36296939,16.56381599,5.799153406,1,"j",9941
"lrtvvg5x","ss","lr",17,14,83,73,81,44,19,89,62.97,52.55,10.42,22.16233517,17.65354072,4.508794444,1,"j",12616
"lrtvvg5x","ss","ns",45,45,55,142,33,157,67,85,98.35,108.76,-10.41,48.2568907,33.85531568,14.40157502,1,"f",18056
"lrtvvg5x","ss","ns",59,17,41,63,56,27,44,2,35.86,16,19.86,22.62433203,12.40967365,10.21465839,1,"f",9347
"lrtvvg5x","cc","lr",86,95,14,9,16,159,84,92,82.96,102.72,-19.76,29.84088471,24.56260572,5.27827898,1,"j",11926
"lrtvvg5x","ss","lr",19,10,81,91,90,70,10,126,75.61,75.6,0.01,31.7763733,16.8,14.9763733,-1,"f",16691
"lrtvvg5x","ss","ns",64,20,36,116,44,27,56,111,54.56,74.04,-19.48,46.08,41.69650345,4.383496549,-1,"f",19111
"lrtvvg5x","ss","rl",84,55,16,85,12,51,88,72,59.8,69.48,-9.68,10.99818167,6.82419226,4.173989408,1,"j",21175
"lrtvvg5x","cc","rl",9,106,91,51,85,79,15,61,55.95,76.3,-20.35,15.73999682,6.427285586,9.312711238,1,"j",14806
"lrtvvg5x","cc","ns",42,2,58,51,54,53,46,26,30.42,40.58,-10.16,24.18436685,13.45673066,10.72763619,-1,"f",14332
"lrtvvg5x","ss","ns",53,73,47,22,62,71,38,39,49.03,58.84,-9.81,25.45405862,15.53236621,9.921692408,1,"j",8133
"lrtvvg5x","cc","ns",55,41,45,170,31,26,69,132,99.05,99.14,-0.09,64.17668969,49.02428378,15.15240591,-1,"f",23763
"lrtvvg5x","ss","ns",39,133,61,6,47,20,53,125,55.53,75.65,-20.12,61.94424186,52.4054148,9.538827067,1,"j",12300
"lrtvvg5x","cc","rl",92,19,8,77,94,36,6,9,23.64,34.38,-10.74,15.73500556,6.412144727,9.322860834,1,"j",17183
"lrtvvg5x","ss","lr",84,61,16,5,82,45,18,84,52.04,52.02,0.02,20.52993911,14.98331072,5.546628398,1,"j",9234
"lrtvvg5x","ss","rl",88,89,12,186,82,92,18,24,100.64,79.76,20.88,31.52126901,26.12474689,5.396522121,-1,"j",9083
"lrtvvg5x","ss","control",53,61,47,25,79,15,21,59,44.08,24.24,19.84,17.96757079,17.92156243,0.046008356,1,"f",11693
"lrtvvg5x","cc","ns",53,93,47,135,70,124,30,87,112.74,112.9,-0.16,20.96216592,16.95553007,4.006635847,1,"j",24017
"lrtvvg5x","cc","lr",15,12,85,111,84,107,16,161,96.15,115.64,-19.49,35.35007072,19.796727,15.55334372,1,"j",12125
"lrtvvg5x","ss","lr",83,72,17,7,93,48,7,84,60.95,50.52,10.43,24.41613196,9.185292592,15.23083937,-1,"f",19788
"lrtvvg5x","cc","ns",43,6,57,137,68,125,32,18,80.67,90.76,-10.09,64.85492348,49.91294822,14.94197526,1,"j",14907
"lrtvvg5x","cc","ns",36,26,64,57,47,45,53,66,45.84,56.13,-10.29,14.88,10.48108296,4.398917041,-1,"f",17421
"lrtvvg5x","cc","lr",92,48,8,11,16,36,84,23,45.04,25.08,19.96,10.03784838,4.765878723,5.271969652,-1,"j",10952
"lrtvvg5x","ss","ns",44,85,56,55,43,37,57,57,68.2,48.4,19.8,14.89160838,9.901515036,4.99009334,-1,"j",12618
"lrtvvg5x","ss","lr",86,57,14,7,15,89,85,54,50,59.25,-9.25,17.34935157,12.49749975,4.851851823,1,"j",6357
"lrtvvg5x","ss","control",47,32,53,56,49,13,51,37,44.72,25.24,19.48,11.97838052,11.99759976,-0.019219235,1,"f",15415
"lrtvvg5x","ss","lr",19,39,81,88,4,136,96,87,78.69,88.96,-10.27,19.22274434,9.601999792,9.620744549,1,"j",8021
"lrtvvg5x","cc","ns",68,22,32,116,67,21,33,83,52.08,41.46,10.62,43.84875825,29.1531885,14.69556974,1,"f",14787
"lrtvvg5x","ss","rl",15,176,85,78,9,10,91,79,92.7,72.79,19.91,34.9929993,19.74654147,15.24645783,1,"f",6921
"lrtvvg5x","cc","control",66,74,34,36,62,55,38,18,61.08,40.94,20.14,18.00093331,17.95929843,0.041634882,1,"f",14442
"lrtvvg5x","ss","rl",13,79,87,25,97,33,3,17,32.02,32.52,-0.5,18.16038546,2.729395537,15.43098992,1,"j",15591
"lrtvvg5x","cc","rl",85,39,15,62,4,41,96,53,42.45,52.52,-10.07,8.212642693,2.351510153,5.86113254,1,"j",21628
"lrtvvg5x","cc","ns",69,135,31,69,39,166,61,115,114.54,134.89,-20.35,30.52455405,24.87524673,5.649307318,1,"j",11753
"lrtvvg5x","ss","ns",48,35,52,194,40,59,60,189,117.68,137,-19.32,79.43637454,63.68673331,15.74964123,1,"j",13550
"lrtvvg5x","cc","ns",56,163,44,33,59,44,41,144,105.8,85,20.8,64.53030296,49.18333051,15.34697245,1,"j",17326
"lrtvvg5x","ss","rl",83,40,17,133,7,6,93,81,55.81,75.75,-19.94,34.93385035,19.13602623,15.79782411,-1,"f",7041
"lrtvvg5x","ss","lr",17,18,83,100,84,95,16,165,86.06,106.2,-20.14,30.80188955,25.66242389,5.139465661,-1,"j",10997
"lrtvvg5x","cc","ns",58,15,42,48,33,19,67,4,28.86,8.95,19.91,16.28743074,7.053190767,9.234239969,1,"f",9630
"lrtvvg5x","cc","rl",94,54,6,179,85,87,15,44,61.5,80.55,-19.05,29.68585522,15.35407112,14.3317841,-1,"f",7441
"lrtvvg5x","ss","lr",14,7,86,114,83,108,17,168,99.02,118.2,-19.18,37.12761237,22.53796797,14.5896444,1,"j",13508
"lrtvvg5x","cc","ns",31,17,69,54,70,31,30,5,42.53,23.2,19.33,17.11225,11.91469681,5.197553191,1,"f",13907
"lrtvvg5x","ss","ns",51,131,49,74,43,141,57,92,103.07,113.07,-10,28.49429943,24.25871184,4.235587593,1,"j",20118
"lrtvvg5x","cc","lr",84,88,16,25,95,85,5,141,77.92,87.8,-9.88,23.0961815,12.20491704,10.89126446,1,"j",15380
"lrtvvg5x","ss","ns",53,6,47,52,67,32,33,17,27.62,27.05,0.57,22.95856267,7.053190767,15.90537191,-1,"f",10671
"lrtvvg5x","cc","rl",15,89,85,41,18,12,82,44,48.2,38.24,9.96,17.13942823,12.29399854,4.845429693,1,"j",8970
"lrtvvg5x","cc","control",60,53,40,18,76,9,24,49,39,18.6,20.4,17.1464282,17.0833252,0.063102996,-1,"j",12796
"lrtvvg5x","ss","rl",17,113,83,51,16,11,84,59,61.54,51.32,10.22,23.28923356,17.59709067,5.692142895,1,"f",7791
"lrtvvg5x","cc","lr",14,4,86,70,10,92,90,46,60.76,50.6,10.16,22.90114408,13.8,9.101144076,1,"j",10205
"lrtvvg5x","cc","rl",87,75,13,186,14,7,86,103,89.43,89.56,-0.13,37.32968122,33.31075502,4.0189262,1,"f",12675
"lrtvvg5x","ss","lr",9,9,91,82,95,51,5,123,75.43,54.6,20.83,20.89126851,15.6920362,5.199232314,-1,"j",10364
"lrtvvg5x","ss","lr",16,26,84,120,19,175,81,113,104.96,124.78,-19.82,34.46096923,24.3226561,10.13831312,-1,"f",9058
"lrtvvg5x","ss","ns",43,99,57,10,57,83,43,3,48.27,48.6,-0.33,44.06174191,39.60606014,4.455681766,-1,"j",10827
"lrtvvg5x","cc","ns",52,98,48,130,47,107,53,120,113.36,113.89,-0.53,15.98719488,6.488289451,9.498905425,1,"j",20568
"lrtvvg5x","ss","rl",15,133,85,43,85,54,15,5,56.5,46.65,9.85,32.13642793,17.49649965,14.63992828,-1,"j",9968
"lrtvvg5x","cc","ns",52,85,48,6,55,64,45,3,47.08,36.55,10.53,39.46838735,30.34711683,9.121270518,1,"f",13214
"lrtvvg5x","ss","lr",86,79,14,27,89,69,11,96,71.72,71.97,-0.25,18.04332564,8.448023437,9.595302198,-1,"f",15914
"lrtvvg5x","ss","lr",8,12,92,58,11,54,89,43,54.32,44.21,10.11,12.47948717,3.441787326,9.037699843,1,"j",13761
"lrtvvg5x","ss","control",41,17,59,138,61,156,39,34,88.39,108.42,-20.03,59.51182992,59.50549218,0.006337733,-1,"f",6231
"lrtvvg5x","ss","control",48,25,52,109,65,18,35,106,68.68,48.8,19.88,41.96638655,41.97332486,-0.006938313,-1,"j",16562
"lrtvvg5x","ss","ns",69,118,31,36,58,115,42,60,92.58,91.9,0.68,37.92444594,27.14571789,10.77872805,-1,"f",8616
"lrtvvg5x","cc","rl",91,55,9,136,18,35,82,56,62.29,52.22,10.07,23.18072259,8.067936539,15.11278606,1,"f",16326
"lrtvvg5x","cc","control",67,60,33,90,74,41,26,73,69.9,49.32,20.58,14.10638153,14.03629581,0.070085727,1,"f",19254
"lrtvvg5x","cc","lr",5,21,95,80,17,85,83,63,77.05,66.74,10.31,12.85875188,8.263921587,4.594830296,1,"f",16150
"lrtvvg5x","cc","ns",48,51,52,165,33,64,67,162,110.28,129.66,-19.38,56.95438175,46.08084635,10.8735354,-1,"f",11575
"lrtvvg5x","sc","rl",15,183,85,80,8,13,92,92,95.45,85.68,9.77,36.77835641,21.43216275,15.34619366,1,"f",19029
"lrtvvg5x","cs","lr",18,14,82,67,91,63,9,117,57.46,67.86,-10.4,20.36193508,15.45381506,4.908120012,1,"j",6082
"lrtvvg5x","cs","ns",56,54,44,32,41,47,59,59,44.32,54.08,-9.76,10.92051281,5.901999661,5.018513147,-1,"f",8322
"lrtvvg5x","cs","rl",19,123,81,66,90,69,10,44,76.83,66.5,10.33,22.36115158,7.5,14.86115158,1,"f",13820
"lrtvvg5x","sc","control",78,8,22,104,24,120,76,27,29.12,49.32,-20.2,39.76764514,39.7187311,0.048914043,1,"j",10274
"lrtvvg5x","cs","lr",19,25,81,110,12,166,88,96,93.85,104.4,-10.55,33.34557692,22.74730753,10.59826939,1,"j",8253
"lrtvvg5x","sc","lr",89,107,11,16,90,102,10,148,96.99,106.6,-9.61,28.47296788,13.8,14.67296788,-1,"f",10844
"lrtvvg5x","sc","lr",81,40,19,12,11,54,89,33,34.68,35.31,-0.63,10.98442534,6.570684896,4.413740442,1,"f",20669
